No#,DESCRIPCION ,DESCRIPCION EXTENDIDA,MARCA,MODELO,  No# SERIE,FAMILIA,COD CDA,FACTURA,PROVEEDOR,F# ADQ,V# ADQ,F# GT,UB,RESPONSABLE,EST
280,206,METALICO,108,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
281,206,METALICO,108,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
282,206,METALICO,108,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
283,206,METALICO,108,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
284,206,METALICO,108,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
285,206,METALICO,108,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
286,206,METALICO,157,109,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
287,206,METALICO,156,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
288,214,TRANSPARENTES,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
289,215,METALICO,166,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
290,243,METALICO,96,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
291,244,METALICO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
292,244,METALICO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
293,244,METALICO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
294,244,METALICO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
295,244,METALICO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
296,244,METALICO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
297,244,METALICO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
298,244,METALICO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
299,244,METALICO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
300,244,METALICO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
301,244,METALICO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
302,244,METALICO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
303,244,METALICO,44,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
304,244,METALICO,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
305,244,METALICO,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
306,244,METALICO,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
307,244,METALICO,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
1221,54,CUADROS PARA BANDAS BLANCAS,176,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,6,gcastro,N
1222,139,DE PASTA METALICOS,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,6,gcastro,N
1223,139,DE PASTA METALICOS,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,6,gcastro,N
1224,139,DE PASTA METALICOS,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,6,gcastro,N
1225,139,DE PASTA METALICOS,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,6,gcastro,N
1226,139,DE PASTA METALICOS,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,6,gcastro,N
1227,6,METALICO,157,44,06G131787,3,NULL,NULL,NULL,NULL,NULL,NULL,6,gcastro,N
1228,87,DESARROLLO DENTADURA HUMANA,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,6,gcastro,B
1229,86,PAISAJE COTOPAXI,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,6,gcastro,B
1230,117,PLASTICO BLANCO,63,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,6,gcastro,B
1231,313,METALICO GRANDE,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,6,gcastro,B
1232,119,PLASTICO BLANCO,63,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,6,gcastro,B
1233,291,REDONDO PLASTICO DE PARED,149,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,6,gcastro,N
1234,145,2 EN 1 REDONDO PLATEADO,157,130,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,6,gcastro,N
1235,69,ORTODONCIA,43,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,6,gcastro,N
1236,60,PLASTICA TRANSPARENTE,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,6,gcastro,B
1237,287,CUADRADA TRANSPARENTE,174,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,6,gcastro,R
1238,158,PARA CEFALOMETRIA,28,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,6,gcastro,B
1239,134,PARA CEFALOMETRIA,28,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,6,gcastro,B
1240,136,PARA CEFALOMETRIA,28,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,6,gcastro,R
1241,158,PARA CEFALOMETRIA,13,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,6,gcastro,B
1242,133,PARA CEFALOMETRIA,13,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,6,gcastro,B
1243,135,PARA CEFALOMETRIA,13,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,6,gcastro,B
1244,311,ACRILICO AZUL,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,6,gcastro,B
1245,85,BEIGE Y MORADO,30,146,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1246,163,INYECCION,99,146,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1247,163,CINTA ,60,123,ETUY376504,7,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1248,225,Ninguno,101,62,306B172363,7,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1249,229,AZUL,75,83,S136349803680,7,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1250,319,Ninguno,114,139,S167700387975,7,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1251,234,BEIGE,132,86,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1252,218,BEIGE,157,146,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1253,332,NEGRO,29,58,050-1091260686,7,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,NULL
1254,321,NEGRO,93,91,060929780,7,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1255,62,PLOMA,15,63,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1256,260,BLANCA,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1257,34,MADERA BLANCO  2 PUERTAS,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1258,299,YUTE AZUL GIRATORIA C/B,130,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1259,41,BLANCO,147,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1260,221,8 CAJONES MADERA/ CAFÉ,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1261,235,DE METAL BLANCO,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1262,235,DE METAL BLANCO,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1263,235,DE METAL BLANCO,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1264,235,DE METAL BLANCO,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1265,169,FOTOCURADO (BLANCO),42,105,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1266,72,BLANCO,42,143,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1267,267,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1268,267,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1269,58,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1270,244,3-15 CM,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1271,244,3-15 CM,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1272,244,3-15 CM,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1273,244,3-15 CM,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1274,244,3-15 CM,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1275,244,3-15 CM,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1276,244,3-15 CM,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1277,244,3-15 CM,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1278,244,3-15 CM,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1279,244,3-15 CM,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1280,244,12 5 CM ,142,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1281,244,12 5 CM ,142,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1282,244,12 5 CM ,142,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1283,244,12 5 CM ,142,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1284,244,12 5 CM ,142,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1285,247,12 5 CM  PEDIATRICA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1286,247,12 5 CM  PEDIATRICA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1287,247,12 5 CM  PEDIATRICA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1288,247,12 5 CM  PEDIATRICA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1289,247,12 5 CM  PEDIATRICA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1290,10,14 CM,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1291,249,RECTA ,74,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1292,249,RECTA ,74,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1293,249,RECTA ,74,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1294,249,Ninguno,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1295,261,Ninguno,113,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1296,139,DE LECRON,137,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1297,139,DE YESO MADERA/ CAFÉ,46,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1298,139,DE YESO MADERA/ CAFÉ,73,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1299,42,METALICOS,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1230,42,METALICOS,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1231,42,METALICOS,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1232,42,METALICOS,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1233,42,METALICOS,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1234,270,Ninguno,184,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1235,202,TRANSPARENTE ,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1236,202,TRANSPARENTE ,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1237,279,25 K,39,146,ODM 13/S80398,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1238,279,25 K,39,146,ODM 13/S80398,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1239,279,25 K,39,146,ODM 13/S80398,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1240,205,# 3 METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1240,205,# 3 METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1241,205,# 3 METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1242,206,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1243,206,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1244,206,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1245,206,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1246,206,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1247,206,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1248,139,YESO PEQUEÑO (SACA MODELO),164,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1249,104,# 14 METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1250,104,# 14 METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1251,150,# 4-6,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1252,139,PARA PASTA METALICA,137,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1253,139,PARA PASTA METALICA,137,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1254,139,PARA PASTA METALICA,137,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1255,139,PARA PASTA METALICA,137,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1256,139,PARA PASTA METALICA,137,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1257,139,PARA PASTA METALICA,137,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1258,139,PARA PASTA METALICA,137,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1259,139,PARA PASTA METALICA,137,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1260,201,DG16,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1261,201,DG16,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1262,333,Ninguno,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1263,37,AG 1-3,106,146,A280#1-3,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1264,38,AG 2-3,106,146,A280#1-2,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1265,165,CELESTE PLASTICAS,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1266,98,32 D VERDE/ UNIDADES,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1267,98,32 D VERDE/ UNIDADES,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1268,98,32 D VERDE/ UNIDADES,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1269,98,32 D VERDE/ UNIDADES,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1270,98,32 D VERDE/ UNIDADES,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1271,98,32 D VERDE/ UNIDADES,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1272,98,32 D VERDE/ UNIDADES,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1273,98,JUEGO METALICAS,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1274,248,Ninguno,109,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1275,24,Ninguno,109,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1276,307,METALICA,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1277,307,METALICA (PANORAMA),74,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1278,307,METALICA (PANORAMA) PEQ,74,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1279,140,METALICA,46,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1280,140,METALICA,46,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1281,115,BLANCO,156,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1282,329,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1283,157,TRANSPARENTES CON FILO NEGRO,144,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1284,139,DE RESINA PF # 14 03 06 METALICA,127,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1285,50,BOLA PEQUEÑA METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1286,50,BOLA GRANDE METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1287,324,SACA PUNTOS ,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1288,324,RECTA 11 CM METALICA IRIS,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1289,168,METALICO CON CELESTE,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1290,112,PEQUEÑO METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1291,112,PEQUEÑO METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1292,139,DE RESINA # 4 METALICA,9,104,AEC4TN,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1293,139,DE RESINA # 7 METALICA,9,104,AEC7TN,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1294,139,RESINA # 4 COMP TITANIUM NITRIDE,9,54,AEC4TN,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,N
1295,139,RESINA # 4 COMP TITANIUM NITRIDE,9,54,AEC4TN,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,N
1296,139,RESINA # 9 COMP TITANIUM NITRIDE,9,87,AEC9YN,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,N
1297,139,RESINA # 9 COMP TITANIUM NITRIDE,9,87,AEC9YN,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,N
1298,1,PLASTICO VERDE PEQUEÑO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,N
1299,1,PLASTICO VERDE PEQUEÑO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,N
1300,1,PLASTICO VERDE PEQUEÑO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,N
1301,1,PLASTICO VERDE PEQUEÑO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,N
1302,1,PLASTICO VERDE PEQUEÑO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,N
1303,1,PLASTICO VERDE PEQUEÑO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,N
1304,1,PLASTICO VERDE PEQUEÑO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,N
1305,1,PLASTICO VERDE PEQUEÑO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,N
1306,1,PLASTICO VERDE PEQUEÑO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,N
1307,1,PLASTICO VERDE PEQUEÑO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,N
1308,40,ROJA PLASTICO,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1309,40,BLANCA PLASTICO,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1310,283,METALICO,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1311,283,METALICO,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1312,283,PLASTICO,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1313,283,PLASTICO,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1314,238,AZUL,153,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1315,126,PLATEADA,168,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,B
1316,124,PLASTICO ROJO,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,N
1317,124,PLASTICO ROJO,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,susana,N
1318,321,NEGRO,95,146,E-128,7,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1319,35,NEGRA 6 GALONES,148,136,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1320,286,BLANCO,3,146,E116852,6,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1321,52,EXTENSION BLANCA,1,56,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1322,299,MADERA,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1323,299,MADERA,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1324,32,MADERA 6 PUERTAS,157,56,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1325,221,MADERA 11 CAJONES,157,56,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1326,146,AUTO CLAVE-BLANCO,129,27,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,N
1327,146,AUTO CLAVE-METALICO,55,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,M
1328,78,50 LIBRAS,34,90,73G-C3613,5,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1329,227,REDONDO-GRIS,17,146,HO-312,5,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1330,212,PARA ACETATOS,23,73,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1331,259,FORMA LINTERNA AMARILLA-NEGRA,21,114,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1332,211,BEIGE,24,61,A170911,5,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1334,335,REDONDO PEQUEÑO BEIGE,24,133,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,N
1335,64,METALICA,157,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,N
1336,3,METALICO DORADO PLATEADO,61,160,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1337,5,METALICO NEGRO PLATEADO,109,160,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1338,14,METALICO,166,160,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1339,10,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1340,54,METALICO-RECTANGULAR,141,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1341,54,METALICO-RECTANGULAR,141,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1342,54,METALICO-RECTANGULAR,141,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1343,139,DE LECRON METALICO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1344,215,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1345,244,METALICO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,M
1346,244,METALICO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,M
1347,244,METALICO,166,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,M
1348,272,PLATEADO-PEQUEÑO,124,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,N
1349,293,PARA MODELOS YESO-FINAS,124,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,N
1350,293,PARA MODELOS YESO-FINAS,124,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,N
1351,293,PARA MODELOS YESO-FINAS,124,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,N
1352,293,PARA MODELOS YESO-FINAS,124,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,N
1353,293,PARA MODELOS YESO-FINAS,124,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,N
1354,293,PARA MODELOS YESO-FINAS,124,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,N
1355,293,PARA MODELOS YESO-FINAS,124,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,N
1356,293,PARA MODELOS YESO-FINAS,124,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,N
1357,293,PARA MODELOS YESO-FINAS,124,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,N
1358,139,YESO  MADERA PEQUEÑO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,R
1359,49,PLASTICO ROJA,188,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1360,54,REDONDA METALICA TAPA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1361,54,PLASTICO PEQUEÑAS,147,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
1362,54,PLASTICO PEQUEÑAS,147,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,11,jcedeño,B
