CODIGOTF,TIPOSDEFARMACOS,CODIGOPA,PRINCIPIOSACTIVOS,CARACTERISTICA,CODIGONC,NOMBRESCOMERCIALES,indicacion,POSOLOGIA   
2,NULL,2.8,PENICILINA BENZATINICA,"La penicilina G benzatínica intramuscular, ejerce acción bactericida contra los microorganismos sensibles a la penicilina en concentraciones séricas bajas y muy prolongadas, tales como infecciones por Estreptococos (faringitis), Difteria, Sífi lis: primaria, secundaria, latente y terciaria, Neurosífi lis, Sífi lis congénita, Frambesia o Pian y Mal de Pinto. La profilaxis con penicilina G benzatínica ha demostrado ser efi caz en prevenir la recurrencia de Fiebre Reumática o Corea, también ha sido utilizada como tratamiento profiláctico de seguimiento en la Cardiopatía Reumática y Glomerulonefritis aguda. Otros microorganismos sensibles a la bencilpenicilina son: Neisseria gonorrhoeae, Corynebacterium diphteriae, Bacillus anthracis, especies de Clostridium, Actinomyces bovis. El Treponema pallidum es extremadamente sensible a la acción bactericida de la penicilina G benzatínica",2.8.1,BENZETACIL 600.000 UI SOLUCION INYECTABLE (PENICILINA BENZATINICA),"Indicaciones:se usa en el tratamiento de infecciones agudas severas, cuando se necesita una inmediata concentración alta de penicilina en la sangre.  Se usa en el tratamiento de infecciones por microorganismos que son sensibles a bajos y persistentes niveles séricos, comunes a la Penicilina G Procaína (Bencilpenicilina Procaína).Las siguientes infecciones generalmente responden a esta forma de dosificación de penicilina:Infecciones estreptocócicas (grupo A sin bacterenemia):Infecciones de severas a moderadas del tracto respiratorio superior, piel y tejidos blandos; fiebre escarlatina, erisipela.Infecciones neumocócicas: Infecciones moderadamente severas del tracto respiratorio.Infecciones estafilocócicas sensibles a la penicilina G: Infecciones moderadamente severas de la piel y tejidos blandos.Sífilis: En todos los estadosGonorrea: aguda y crónica (sin bacterenemia).Contraindicaciones:Está contraindicada en casos de hipersensibilidad a cualquier penicilina.  En caso de alergia a la penicilina existe una alegia cruzada a todas las penicilinas, incluidos los derivados penicilínicos semisinté¬ticos.  Ocasionalmente puede darse una alergia cruzada a las cefalos¬porinas.  No se conocen alergias cruzadas a otros antibióticos.  Este producto también está contraindicado en casos de alergia al grupo ""para"" (la procaína posee un grupo amino en posición ""para"")",BENZETACIL 600.000 UI CADA 24 HORAS
2,NULL,2.8,NULL,NULL,2.8.2,BENZETACIL 1.200.000 UI SOLUCION INYECTABLE (PENICILINA BENZATINICA),"Indicaciones:se usa en el tratamiento de infecciones agudas severas, cuando se necesita una inmediata concentración alta de penicilina en la sangre.  Se usa en el tratamiento de infecciones por microorganismos que son sensibles a bajos y persistentes niveles séricos, comunes a la Penicilina G Procaína (Bencilpenicilina Procaína).Las siguientes infecciones generalmente responden a esta forma de dosificación de penicilina:Infecciones estreptocócicas (grupo A sin bacterenemia):Infecciones de severas a moderadas del tracto respiratorio superior, piel y tejidos blandos; fiebre escarlatina, erisipela.Infecciones neumocócicas: Infecciones moderadamente severas del tracto respiratorio.Infecciones estafilocócicas sensibles a la penicilina G: Infecciones moderadamente severas de la piel y tejidos blandos.Sífilis: En todos los estadosGonorrea: aguda y crónica (sin bacterenemia).Contraindicaciones:Está contraindicada en casos de hipersensibilidad a cualquier penicilina.  En caso de alergia a la penicilina existe una alegia cruzada a todas las penicilinas, incluidos los derivados penicilínicos semisinté¬ticos.  Ocasionalmente puede darse una alergia cruzada a las cefalos¬porinas.  No se conocen alergias cruzadas a otros antibióticos.  Este producto también está contraindicado en casos de alergia al grupo ""para"" (la procaína posee un grupo amino en posición ""para"")",BENZETACIL UI 1.200.000 CADA 24 HORAS
2,NULL,2.8,NULL,NULL,2.8.3,BENZETACIL 2.400.000 UI SOLUCION INYECTABLE (PENICILINA BENZATINICA),"Indicaciones:se usa en el tratamiento de infecciones agudas severas, cuando se necesita una inmediata concentración alta de penicilina en la sangre.  Se usa en el tratamiento de infecciones por microorganismos que son sensibles a bajos y persistentes niveles séricos, comunes a la Penicilina G Procaína (Bencilpenicilina Procaína).Las siguientes infecciones generalmente responden a esta forma de dosificación de penicilina:Infecciones estreptocócicas (grupo A sin bacterenemia):Infecciones de severas a moderadas del tracto respiratorio superior, piel y tejidos blandos; fiebre escarlatina, erisipela.Infecciones neumocócicas: Infecciones moderadamente severas del tracto respiratorio.Infecciones estafilocócicas sensibles a la penicilina G: Infecciones moderadamente severas de la piel y tejidos blandos.Sífilis: En todos los estadosGonorrea: aguda y crónica (sin bacterenemia).Contraindicaciones:Está contraindicada en casos de hipersensibilidad a cualquier penicilina.  En caso de alergia a la penicilina existe una alegia cruzada a todas las penicilinas, incluidos los derivados penicilínicos semisinté¬ticos.  Ocasionalmente puede darse una alergia cruzada a las cefalos¬porinas.  No se conocen alergias cruzadas a otros antibióticos.  Este producto también está contraindicado en casos de alergia al grupo ""para"" (la procaína posee un grupo amino en posición ""para"")",BENZETACIL 2.400.000 UI CADA 24 HORAS
2,NULL,2.9,CIPROFLOXACINO ,"Ciprofloxacino o ciprofloxacina es un antibiótico del grupo de las fluoroquinolonas con efectos bactericidas. Su modo de acción consiste en paralizar la replicación bacterial del ADN al unirse con una enzima llamada ADN girasa, que queda bloqueada.",2.9.1,HG CIPROCAP  500 MG CAPSULA ( CIPROFLOXACINO),"Indicaciones:Infecciones bacterianas de cualquier localizacion: respiratorias,urinarias,ostero-articulares,piel y tejidos blandos, genitales,tracto digestivo, post- quirurgicas,infecciones secundarias a quemaduras.Contraindicaciones:Hipersensibilidad a la Ciprofloxacina u otras qui- nolonas. Es conveniente no suministrarlo durante el embarazo, la lactancia y en ninos o adolescen- tes en periodo de crecimiento.",HG CIPROCAP  500 MG CADA 12 YHORAS
2,NULL,2.9,NULL,NULL,2.9.2,HG CIPROCAP  750 MG CAPSULA ( CIPROFLOXACINO),"Indicaciones:Infecciones bacterianas de cualquier localizacion: respiratorias,urinarias,ostero-articulares,piel y tejidos blandos, genitales,tracto digestivo, post- quirurgicas,infecciones secundarias a quemaduras.Contraindicaciones:Hipersensibilidad a la Ciprofloxacina u otras qui- nolonas. Es conveniente no suministrarlo durante el embarazo, la lactancia y en ninos o adolescen- tes en periodo de crecimiento.",HG CIPROCAP  750 MG CADA 12 HORAS 
2,NULL,2.10,TETRACICLINA ,"Bacteriostático. Inhibe la síntesis proteica bacteriana. Activo frente a gram+ y otros microorganismos.Infección ORL, dental, respiratoria, gastrointestinal, genitourinaria, de piel y tejido blando, uretritis no gonocócica, brucelosis (con estreptomicina), tifus exantemático, psitacosis.",2.10.1,TETRACICLINA KRONOS 250 MG CAPSULA ( TETRACICLINA),"Indicaciones:se utilizan para tratar un amplio rango de infecciones causadas por bacterias, entre las que se encuentran:Infecciones de las vías respiratorias, como neumonía, bronquitis o tos emetizante (tos que provoca vómitos),Infecciones de las vías urinarias,Enfermedades de transmisión sexual, como las provocadas por clamidias, la gonorrea o la sífilis,Infecciones de la piel, como acné,Infecciones oculares, como conjuntivitis,Infecciones por rickettsias, como la fiebre Q o la fiebre botonosaOtras infecciones, incluyendo brucelosis (fiebre de Malta, psittacosis, cólera o pesteLa tetraciclina puede usarse también para tratar la leptospirosis, gangrena gaseosa y tétanos.Contraindicaciones:Hipersensibilidad a las tetraciclinas. ",TETRACICLINA KRONOS 250 MG CADA 6 HORAS
2,NULL,2.10,NULL,NULL,2.10.2,TETRACICLINA KRONOS 500 MG CAPSULA ( TETRACICLINA),"Indicaciones:se utilizan para tratar un amplio rango de infecciones causadas por bacterias, entre las que se encuentran:Infecciones de las vías respiratorias, como neumonía, bronquitis o tos emetizante (tos que provoca vómitos),Infecciones de las vías urinarias,Enfermedades de transmisión sexual, como las provocadas por clamidias, la gonorrea o la sífilis,Infecciones de la piel, como acné,Infecciones oculares, como conjuntivitis,Infecciones por rickettsias, como la fiebre Q o la fiebre botonosaOtras infecciones, incluyendo brucelosis (fiebre de Malta, psittacosis, cólera o pesteLa tetraciclina puede usarse también para tratar la leptospirosis, gangrena gaseosa y tétanos.Contraindicaciones:Hipersensibilidad a las tetraciclinas. ",TETRACICLINA KRONOS 500 MG CADA 6 HORAS 
2,NULL,2.11,CEFUROXIMA ,"Bactericida. Inhibe la síntesis de pared celular bacteriana mediante la unión a proteínas diana, lisis bacteriana.",2.11.1,CEFULAM 250 MG TABLETA (CEFUROXIMA),"Indicaciones:Tto. de amigdalitis estreptocócica aguda y faringitis, sinusitis bacteriana aguda, otitis media aguda, exacerbación aguda de bronquitis crónica, neumonía adquirida en la comunidad, cistitis, pielonefritis, infecciones de piel y tejidos blandos no complicadas, infecciones intra-abdominales; tto. de las 1 eras fases de la enf. de Lyme; profilaxis antibiótica en cirugía gastrointestinal (incluyendo esofágica), ortopédica, cardiovascular y ginecológica (incluyendo cesárea).Contraindicaciones:Hipersensibilidad a cefuroxima u otro antibiótico cefalosporínico; antecedente de hipersensibilidad grave a cualquier otro antibacteriano beta-lactámico (penicilinas, monobactamas y carbapenemas).",CEFULAM 250 MG CADA 12 HORAS
2,NULL,2.11,NULL,NULL,2.11.2,CEFULAM 500 MG TABLETA (CEFUROXIMA),"Indicaciones:Tto. de amigdalitis estreptocócica aguda y faringitis, sinusitis bacteriana aguda, otitis media aguda, exacerbación aguda de bronquitis crónica, neumonía adquirida en la comunidad, cistitis, pielonefritis, infecciones de piel y tejidos blandos no complicadas, infecciones intra-abdominales; tto. de las 1 eras fases de la enf. de Lyme; profilaxis antibiótica en cirugía gastrointestinal (incluyendo esofágica), ortopédica, cardiovascular y ginecológica (incluyendo cesárea).Contraindicaciones:Hipersensibilidad a cefuroxima u otro antibiótico cefalosporínico; antecedente de hipersensibilidad grave a cualquier otro antibacteriano beta-lactámico (penicilinas, monobactamas y carbapenemas).",CEFULAM 500 MG CADA 12 HORAS
2,NULL,2.11,NULL,NULL,2.11.3,CEFULAM 150 MG SUPENCION (CEFUROXIMA),"Indicaciones:Tto. de amigdalitis estreptocócica aguda y faringitis, sinusitis bacteriana aguda, otitis media aguda, exacerbación aguda de bronquitis crónica, neumonía adquirida en la comunidad, cistitis, pielonefritis, infecciones de piel y tejidos blandos no complicadas, infecciones intra-abdominales; tto. de las 1 eras fases de la enf. de Lyme; profilaxis antibiótica en cirugía gastrointestinal (incluyendo esofágica), ortopédica, cardiovascular y ginecológica (incluyendo cesárea).Contraindicaciones:Hipersensibilidad a cefuroxima u otro antibiótico cefalosporínico; antecedente de hipersensibilidad grave a cualquier otro antibacteriano beta-lactámico (penicilinas, monobactamas y carbapenemas).",CEFULAM 250 MG CADA 12 HORAS
2,NULL,2.11,NULL,NULL,2.11.4,CEFULAM 250 MG SUSPENCION (CEFUROXIMA),"Indicaciones:Tto. de amigdalitis estreptocócica aguda y faringitis, sinusitis bacteriana aguda, otitis media aguda, exacerbación aguda de bronquitis crónica, neumonía adquirida en la comunidad, cistitis, pielonefritis, infecciones de piel y tejidos blandos no complicadas, infecciones intra-abdominales; tto. de las 1 eras fases de la enf. de Lyme; profilaxis antibiótica en cirugía gastrointestinal (incluyendo esofágica), ortopédica, cardiovascular y ginecológica (incluyendo cesárea).Contraindicaciones:Hipersensibilidad a cefuroxima u otro antibiótico cefalosporínico; antecedente de hipersensibilidad grave a cualquier otro antibacteriano beta-lactámico (penicilinas, monobactamas y carbapenemas).",CEFULAM 250 MG CADA 12 HORAS
2,NULL,2.12,LEVOFLOXACINA,"Levofloxacina se considera una quinolona de tercera generación. Cubre neumococo, incluido el resistente a penicilina y cefalosporinas. También cubre H. Influenzae y bacterias atípicas ( Legionella, Mycoplasma y Clamydia).",2.12.1,UROFLOX 500 MG TABLETAS (LEVAFLOXACINO),"Indicaciones:Neumonía leve, Neumonía hospitalaria Sinusitis bacteriana agudadías, Exacerbaciones agudas de la bronquitis crónica, Infecciones de la piel Prostatitis bacteriana crónica, Infecciones no complicadas de las vías urinarias, Pielonefritis En los pacientes con disminución de la función renal, la dosis se modifica de acuerdo a las instrucciones del médico.Contraindicaciones:No use este producto si usted tiene antecedentes de alergia a la levofloxacino o a cualquier otro antibiótico del grupo de las fluoroquinolonas",UROFLOX 500 MG CADA 24 HORAS
2,NULL,2.12,NULL,NULL,2.12.2,UROFLOX 250 MG TABLETAS (LEVAFLOXACINO),"Indicaciones:Neumonía leve, Neumonía hospitalaria Sinusitis bacteriana agudadías, Exacerbaciones agudas de la bronquitis crónica, Infecciones de la piel Prostatitis bacteriana crónica, Infecciones no complicadas de las vías urinarias, Pielonefritis En los pacientes con disminución de la función renal, la dosis se modifica de acuerdo a las instrucciones del médico.Contraindicaciones:No use este producto si usted tiene antecedentes de alergia a la levofloxacino o a cualquier otro antibiótico del grupo de las fluoroquinolonas",UROFLOX 500 MG CADA 24 HORAS
2,NULL,2.13,MOXIFLOXACINA ,"Es de amplio espectro y acción bactericida. Moxifloxacino posee actividad in vitro frente a una amplia gama de microorganismos grampositivos y gramnegativos, anaerobios, bacilos ácido alcohol resistentes y bacterias atípicas como mycoplasma spp, chlamydia pneumoniae y legionella. Moxifloxacino es eficaz contra bacterias resistentes a b-lactámicos y macrólidos y, en estudios en animales infectados, ha demostrado tener gran actividad antimicrobiana in vivo. Moxifloxacino ha demostrado su actividad frente a la mayoría de las cepas de los siguientes microorganismos, tanto in vitro como in vivo: grampositivos: Staphylococcus aureus (incluidas algunas cepas sensibles a meticilina), Streptococcus pneumoniae (incluyendo cepas de Streptococcus pneumoniae multi-resistentes), Streptococcus pyogenes (grupo A), Streptococcus viridans, Streptococcus milleri, Streptococcus mitior, Streptococcus agalactiae*, Streptococcus dysgalactiae, Streptococcus anginosus*, Streptococcus constellatus*, Staphylococcus cohnii, Staphylococcus epidermis (incluyendo cepas sensibles a meticilina), Staphylococcus haemolyticus, Staphylococcus hominis, Staphylococcus saprophyticus, Staphylococcus simulans, Corynebacterium diphtheriae, Enterococcus faecalis* (solo cepas susceptibles a vancomicina y gentamicina). Gramnegativos: Haemophilus influenzae (incluidas cepas -lactamasa negativas y positivas), Haemophilus parainfluenzae, Klebsiella pneumoniae, Moraxella catarrhalis (incluidas cepas b-lactamasa negativas y positivas), Escherichia coli, Enterobacter cloacae, Proteus spp, Citrobacter freundii, Bordetella pertussis, Klebsiella oxytoca, Enterobacter aerogenes Enterobacter agglomerans, Enterobacter intermedius, Enterobacter sakazakii, Morganella morganii, Providencia rettgeri, Providencia stuartii, Gardnerella vaginalis, Neisseria gonorrhoeae*. Anaerobios: Bacteroides distasonis, Bacteroides eggerthii, Bacteroides fragilis*, Bacteroides ovatus, Bacteroides, thetaiotaomicron*, Bacteroides uniformis, Fusobacterium spp, Peptostreptococcus spp, * Porphyromonas spp, Porphyromonas anaerobius, Porphyromonas, asaccharolyticus, Porphyromonas magnus, Prevotella spp, Propionibacterium spp, Clostridium perfringens*, Clostridium ramosum. Atípicos: Chlamydia pneumoniae*, Chlamydia trachomatis*, Mycoplasma pneumoniae*, Mycoplasma hominis, Mycoplasma genitalum, Legionella pneumophila, Coxiella burnettii.",2.13.1,AVELOX  400 MG TABLETA (MOXIFLOCINA),"Indicaciones:infecciones ocasionadas por microorganismos susceptibles: neumonía adquirida en la comunidad, incluyendo neumonía adquirida en la comunidad ocasionada por streptococcus pneumoniae resistente a varios medicamentos* (MR, multi-resistente). Rinosinusitis aguda bacteriana. Exacerbación de bronquitis crónica. Infecciones no complicadas de piel y tejidos blandos. Infecciones complicadas de piel y tejidos blandos (incluyendo tratamiento de infecciones en el pie diabético). Infecciones intra-abdominales complicadas (incluyendo infecciones polimicrobianas tales como abscesos.). Enfermedad inflamatoria pélvica no complicada (p. ej., infecciones del tracto genital femenino superior, incluyendo salpingitis y endometritis). * El streptococcus pneumoniae (MR multi-resistente), incluye aislamientos conocidos como PRSP (streptococcus pneumoniae resistente a penicilina) y algunas cepas.Contraindicaciones:Moxifloxacino debe evitarse en pacientes con síndromes congénitos o adquiridos de prolongación del QTc y en pcientes con hipokalemia o bajo medicación concomitante que prolongue el intervalo qtc (antiarrítmicos de clases Ia y III); en el caso de valorar riesgo-beneficio, la responsabilidad en la decisión será médica y deberá utilizarse con precaución. Un efecto aditivo de moxifloxacino y otros fármacos que prolongan el intervalo qtc, como cisaprida, eritromicina, antipsicóticos y antidepresivos tricíclicos, no puede excluirse; por lo tanto, moxifloxacino debe utilizarse con precaución cuando se administra junto con éstos. Moxifloxacino debe utilizarse con precaución en pacientes con condiciones proarrítmicas, como bradicardia significativa o isquemia miocárdica aguda. Debido a que la magnitud de la prolongación del QTc puede aumentar con concentraciones mayores del fármaco, no se deberá exceder la dosis recomendada y el período de infusión de AVELOX",AVELOX  400 MG CADA 8 HORAS 
2,NULL,2.13,NULL,NULL,2.13.2,AVELOX  250 MG SOLUCION INYECTABLE (MOXIFLOCINA),"Indicaciones:infecciones ocasionadas por microorganismos susceptibles: neumonía adquirida en la comunidad, incluyendo neumonía adquirida en la comunidad ocasionada por streptococcus pneumoniae resistente a varios medicamentos* (MR, multi-resistente). Rinosinusitis aguda bacteriana. Exacerbación de bronquitis crónica. Infecciones no complicadas de piel y tejidos blandos. Infecciones complicadas de piel y tejidos blandos (incluyendo tratamiento de infecciones en el pie diabético). Infecciones intra-abdominales complicadas (incluyendo infecciones polimicrobianas tales como abscesos.). Enfermedad inflamatoria pélvica no complicada (p. ej., infecciones del tracto genital femenino superior, incluyendo salpingitis y endometritis). * El streptococcus pneumoniae (MR multi-resistente), incluye aislamientos conocidos como PRSP (streptococcus pneumoniae resistente a penicilina) y algunas cepas.Contraindicaciones:Moxifloxacino debe evitarse en pacientes con síndromes congénitos o adquiridos de prolongación del QTc y en pcientes con hipokalemia o bajo medicación concomitante que prolongue el intervalo qtc (antiarrítmicos de clases Ia y III); en el caso de valorar riesgo-beneficio, la responsabilidad en la decisión será médica y deberá utilizarse con precaución. Un efecto aditivo de moxifloxacino y otros fármacos que prolongan el intervalo qtc, como cisaprida, eritromicina, antipsicóticos y antidepresivos tricíclicos, no puede excluirse; por lo tanto, moxifloxacino debe utilizarse con precaución cuando se administra junto con éstos. Moxifloxacino debe utilizarse con precaución en pacientes con condiciones proarrítmicas, como bradicardia significativa o isquemia miocárdica aguda. Debido a que la magnitud de la prolongación del QTc puede aumentar con concentraciones mayores del fármaco, no se deberá exceder la dosis recomendada y el período de infusión de AVELOX",AVELOX  250 MG CADA 24 HORAS
2,NULL,2.14,SULTAMICILINA,Sultamicilina es un doble éster en el cual la ampicilina y el inhibidor de b-lactamasa sulbactam están ligados por medio de un grupo metileno. Químicamente sultamicilina es un éster sulfónico de oximetilpenicilinato de ampicilina,2.14.1,UNASYN  375 MG TABLETAS (SULTAMICILINA),"Indicaciones:infecciones del tracto respiratorio superior, incluyendo sinusitis, otitis media y amigdalitis; infecciones del tracto respiratorio inferior, incluyendo neumonías bacterianas y bronquitis; infecciones del tracto urinario y pielonefritis; infecciones de la piel y tejidos blandos e infecciones gonocócicas.Contraindicaciones:El uso de este producto está contraindicado en individuos con antecedentes de reacción alérgica a cualquiera de las penicilinas",UNASYN  375 MG CADA 8 HORAS
2,NULL,2.14,NULL,NULL,2.14.2,UNASYN 750 MG TABLETAS (SULTAMICILINA),"Indicaciones:infecciones del tracto respiratorio superior, incluyendo sinusitis, otitis media y amigdalitis; infecciones del tracto respiratorio inferior, incluyendo neumonías bacterianas y bronquitis; infecciones del tracto urinario y pielonefritis; infecciones de la piel y tejidos blandos e infecciones gonocócicas.Contraindicaciones:El uso de este producto está contraindicado en individuos con antecedentes de reacción alérgica a cualquiera de las penicilinas",UNASYN  750 MG CADA 8 HORAS
2,NULL,2.15,CEFADROXILO ,"El cefadroxilo es una cefalosporina de primera generación. Desarrolla su acción preferentemente sobre gérmenes grampositivos y, con mucho menos frecuencia sobre gramnegativos. La Neisseria gonorrhoeaees especialmente sensible a esta cefalosporina",2.15.1,BIODROXIL  250 MG POLVO PARA SUSPENSIÓN ( CEFADROXILO),"Indicaciones:Infecciones de las vías respiratorias superiores y de la zona de oído, nariz y laringe: Otitis media y sinusitis aguda y crónica, faringitis, tonsilitis.Infecciones de las vías respiratorias inferiores: Bronquitis aguda y crónica, bronconeumonías, neumonías bacterianas.Infecciones de las vías urinarias: Infecciones complicadas y no complicadas.Infecciones cutáneas y de las partes blandas.Infecciones de los huesos y articulacione Contraindicaciones:Una comprobada o supuesta hipersensibilidad a cefalosporinas.En caso de una alergia a penicilinas habrá que prestar atención a una posible alergia cruzada",BIODROXIL  250 MG CADA 12 HORAS
2,NULL,2.15,NULL,NULL,2.15.2,BIODROXIL 500 MG POLVO PARA SUSPENSIÓN ( CEFADROXILO),"Indicaciones:Infecciones de las vías respiratorias superiores y de la zona de oído, nariz y laringe: Otitis media y sinusitis aguda y crónica, faringitis, tonsilitis.Infecciones de las vías respiratorias inferiores: Bronquitis aguda y crónica, bronconeumonías, neumonías bacterianas.Infecciones de las vías urinarias: Infecciones complicadas y no complicadas.Infecciones cutáneas y de las partes blandas.Infecciones de los huesos y articulacione Contraindicaciones:Una comprobada o supuesta hipersensibilidad a cefalosporinas.En caso de una alergia a penicilinas habrá que prestar atención a una posible alergia cruzada",BIODROXIL  500 MG CADA 12 HORAS
2,NULL,2.15,NULL,NULL,2.15.3,BIODROXIL 500 MG CAPSULA ( CEFADROXILO),"Indicaciones:Infecciones de las vías respiratorias superiores y de la zona de oído, nariz y laringe: Otitis media y sinusitis aguda y crónica, faringitis, tonsilitis.Infecciones de las vías respiratorias inferiores: Bronquitis aguda y crónica, bronconeumonías, neumonías bacterianas.Infecciones de las vías urinarias: Infecciones complicadas y no complicadas.Infecciones cutáneas y de las partes blandas.Infecciones de los huesos y articulacione Contraindicaciones:Una comprobada o supuesta hipersensibilidad a cefalosporinas.En caso de una alergia a penicilinas habrá que prestar atención a una posible alergia cruzada",BIODROXIL  500 MG CADA 12 HORAS
2,NULL,2.15,NULL,NULL,2.15.4,BIODROXIL 1 G TABLETA ( CEFADROXILO),"Indicaciones:Infecciones de las vías respiratorias superiores y de la zona de oído, nariz y laringe: Otitis media y sinusitis aguda y crónica, faringitis, tonsilitis.Infecciones de las vías respiratorias inferiores: Bronquitis aguda y crónica, bronconeumonías, neumonías bacterianas.Infecciones de las vías urinarias: Infecciones complicadas y no complicadas.Infecciones cutáneas y de las partes blandas.Infecciones de los huesos y articulacione Contraindicaciones:Una comprobada o supuesta hipersensibilidad a cefalosporinas.En caso de una alergia a penicilinas habrá que prestar atención a una posible alergia cruzada",BIODROXIL  1 G CADA 12 HORAS 
2,NULL,2.16,CEFUROXIMA ,"Cefuroxima es un profármaco oral de la cefalosporina bactericida cefuroxima, que es resistente a la mayoría de las ß-lactamasas y activo contra una amplia gama de microorganismos grampositivos y gramnegativos. Está indicado para el tratamiento de infecciones causadas por bacterias susceptibles. Sus indicaciones incluyen: Infecciones de las vías respiratorias altas, por ejemplo, las del oído, nariz y garganta, tales como otitis media, sinusitis, amigdalitis y faringitis. Infecciones de las vías respiratorias bajas, por ejemplo, neumonía, bronquitis aguda y exacerbaciones agudas de la bronquitis crónica.Infecciones del aparato gentourinario, por ejemplo, pielonefritis, cistitis y uretritis.Gonorrea, uretritis gonocócica aguda sin complicaciones y cervicitis.",2.16.1,ZINNAT 250 MG TABLETA ( CEFUROXIMA),"Indicaciones:Está indicado para el tratamiento de infecciones causadas por bacterias susceptibles. Sus indicaciones incluyen:Infecciones de las vías respiratorias altas, por ejemplo, las del oído, nariz y garganta, tales como otitis media, sinusitis, amigdalitis y faringitis.Infecciones de las vías respiratorias bajas, por ejemplo, neumonía, bronquitis aguda y exacerbaciones agudas de la bronquitis crónica.Infecciones del aparato genitourinario, por ejemplo, pielonefritis, cistitis y uretritis.Gonorrea, uretritis gonocócica aguda sin complicaciones y cervicitis.Infecciones de la piel y de los tejidos blandos. Contraindicaciones:Pacientes con hipersensibilidad conocida a las cefalosporinas.",ZINNAT 250 MG CADA 12 HORAS
2,NULL,2.16,NULL,NULL,2.16.2,ZINNAT 500 MG TABLETA   ( CEFUROXIMA),"Indicaciones:Está indicado para el tratamiento de infecciones causadas por bacterias susceptibles. Sus indicaciones incluyen:Infecciones de las vías respiratorias altas, por ejemplo, las del oído, nariz y garganta, tales como otitis media, sinusitis, amigdalitis y faringitis.Infecciones de las vías respiratorias bajas, por ejemplo, neumonía, bronquitis aguda y exacerbaciones agudas de la bronquitis crónica.Infecciones del aparato genitourinario, por ejemplo, pielonefritis, cistitis y uretritis.Gonorrea, uretritis gonocócica aguda sin complicaciones y cervicitis.Infecciones de la piel y de los tejidos blandos. Contraindicaciones:Pacientes con hipersensibilidad conocida a las cefalosporinas.",ZINNAT 250 MG CADA 12 HORAS
2,NULL,2.16,NULL,NULL,2.16.3,ZINNAT 250 MG SUSPENSION  ( CEFUROXIMA),"Indicaciones:Está indicado para el tratamiento de infecciones causadas por bacterias susceptibles. Sus indicaciones incluyen:Infecciones de las vías respiratorias altas, por ejemplo, las del oído, nariz y garganta, tales como otitis media, sinusitis, amigdalitis y faringitis.Infecciones de las vías respiratorias bajas, por ejemplo, neumonía, bronquitis aguda y exacerbaciones agudas de la bronquitis crónica.Infecciones del aparato genitourinario, por ejemplo, pielonefritis, cistitis y uretritis.Gonorrea, uretritis gonocócica aguda sin complicaciones y cervicitis.Infecciones de la piel y de los tejidos blandos. Contraindicaciones:Pacientes con hipersensibilidad conocida a las cefalosporinas.",ZINNAT 250 MG CADA 12 HORAS
3,ANTIHISTAMINICO,3.1,LORATADINA,"Alivio de los síntomas de urticaria crónica y otras afeccio­nes alérgicas dermatológicas. Alivio de los síntomas de la rinitis alérgica, como estor­nudos, rinorrea y prurito. Alivio de sintomatología de conjuntivitis alérgica, como lagrimeo y escozor de ojos",3.1.1,LORATADINA NIFA 10 MG TABLETA (LORATADINA),"Indicaciones:Alivio de los síntomas de urticaria crónica y otras afeccio­nes alérgicas dermatológicas.Contraindicaciones:ontraindicada en pacientes que han demostrado hipersensibilidad a los componentes de la fórmula o a otros medicamentos de estructura química similar,en embarazo, lactancia y en niños menores de 2 años.",LORATADINA NIFA 10 MG CADA 24 HORAS
3,NULL,3.1,NULL,"Alivio de los síntomas de urticaria crónica y otras afeccio­nes alérgicas dermatológicas. Alivio de los síntomas de la rinitis alérgica, como estor­nudos, rinorrea y prurito. Alivio de sintomatología de conjuntivitis alérgica, como lagrimeo y escozor de ojos",3.1.2,LORATADINA NIFA 5 MG JARABE (LORATADINA),"Indicaciones:Alivio de los síntomas de urticaria crónica y otras afeccio­nes alérgicas dermatológicas.Contraindicaciones:ontraindicada en pacientes que han demostrado hipersensibilidad a los componentes de la fórmula o a otros medicamentos de estructura química similar,en embarazo, lactancia y en niños menores de 2 años.",LORATADINA NIFA 5 MG CADA 24 HORAS
3,NULL,3.1,NULL,"Alivio de los síntomas de urticaria crónica y otras afeccio­nes alérgicas dermatológicas. Alivio de los síntomas de la rinitis alérgica, como estor­nudos, rinorrea y prurito. Alivio de sintomatología de conjuntivitis alérgica, como lagrimeo y escozor de ojos",3.1.3,LORATADINA NIFA 1 MG GOTAS (LORATADINA),"Indicaciones:Alivio de los síntomas de urticaria crónica y otras afeccio­nes alérgicas dermatológicas.Contraindicaciones:ontraindicada en pacientes que han demostrado hipersensibilidad a los componentes de la fórmula o a otros medicamentos de estructura química similar,en embarazo, lactancia y en niños menores de 2 años.",LORATADINA NIFA 1 MG CADA 24 HORAS
